figure	published	ID	Nt	density	evaporation	plate_ID	set	person	organism	strain	genotype	included	sep_2a	marker	Environment	lineage	phi	mmss	mutation_rate	N0	background	luminescence	SD_Nt	cell_count	Competition_time	V	C_plates	environment_Glc	environment_YP	SD_mutation_rate	Lnet_per_cell	SD_mmss_plates	Nt_N0_strain	generations	generation_time	Wabs	coefficient_of_variation	N0_Nt	Luminescence_gross	background_per_cell	background_per_Lnet	mmss_per_V	DNA_repair	Ne	mutation_supply	believed_plastic	occurrence_in_table	genotype_marker	sep_2b	nominal_growth_rate	Growth period	m_per_Vt
3b	no	BB81_05	47417925.3	100833330	0.94052083	79	BB81	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc100	1	0.99997944	1.524	32.1397444	975	936764.67	1822449	1795836.63		24	0.5	16	100		0.10264971	0.03843376	0.26818583	48633.7696	15.5696708	92.4875046	15.5696708	17.5974956	2.05618e-5	2759213.7	0.0197555	0.5140142	3.048		8077.80266	0.00025962	plastic	1	mutM_Rif50	included_mutM	0.9701558	16.048629301	0.1899227618
S6	no	BB81_05	47417925.3	100833330	0.94052083	79	BB81	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc100	1	0.99997944	1.524	32.1397444	975	936764.67	1822449	1795836.63		24	0.5	16	100		0.10264971	0.03843376	0.26818583	48633.7696	15.5696708	92.4875046	15.5696708	17.5974956	2.05618e-5	2759213.7	0.0197555	0.5140142	3.048	GO	8077.80266	0.00025962	plastic	2	mutM_Rif50	included_mutM	0.9701558	16.048629301	0.1899227618
S10	no	BB109_06	85708463.5	60833333	0.93927083	8	BB109	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	Glc5	1	0.99994312	0.421	4.91200032	4875	413978.33	4107758.33	19399126.4		24	1.5	16	5		0.18549393	0.0479271	0.40218627	17581.2233	14.1017478	102.115001	14.1017478	95.5311798	5.68789e-5	4521736.7	0.00483008	0.10077962	0.28066667		36811.5766	0.00018082	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	14.535549687	0.019308982
S10	no	BB109_07	149109245	105833330	0.93927083	8	BB109	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	Glc25	1	0.99997234	0.438	2.93744362	4125	807362.33	4106744.33	23975566.5		24	1.5	16	25		0.21810504	0.02754185	0.3972023	36147.6957	15.1416161	95.102134	15.1416161	90.6854562	2.76643e-5	4914106.7	0.00541457	0.19659425	0.292		33292.5551	9.7795e-5	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	15.607406628	0.018709066
S10	no	BB109_08	210161849	149166670	0.93927083	8	BB109	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	Glc50	1	0.99997966	0.786	3.73997471	4275	1224610	5042393.33	13335082.4		24	1.5	16	50		0.20212613	0.02399291	0.33038323	49160.6664	15.5852169	92.3952495	15.5852169	42.0334899	2.03415e-5	6267003.3	0.00582699	0.24286285	0.524		35451.2837	0.00013259	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	16.064653587	0.0326181948
S10	no	BB109_09	246558594	175000000	0.93927083	8	BB109	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	Glc100	1	0.99998144	0.693	2.81069092	4575	1767040	9902693.33	24655859.4		24	1.5	16	100		0.22115664	0.04016365	0.34375192	53892.5888	15.7177993	91.6158793	15.7177993	49.6034512	1.85554e-5	11669733	0.00716682	0.17844034	0.462		38242.3399	0.00010749	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	16.201314541	0.0285162046
S10	no	BB109_10	284129427	201666670	0.93927083	8	BB109	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	Glc275	1	0.99998548	1.097	3.86091652	4125	4340403.3	13385796.7	44599913.4		24	1.5	16	275		0.20010992	0.04711162	0.29744797	68879.8611	16.0717946	89.5979593	16.0717946	27.1146737	1.4518e-5	17726200	0.01527615	0.32425439	0.73133333		35210.8354	0.00013595	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	16.566199587	0.0441461139
3b	no	BB81_06	55609895.8	122500000	0.90791667	80	BB81	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc100	1	0.99998157	0.652	11.7245319	1025	579156.67	2370000	13088257.2		24	0.5	17	100		0.13681904	0.04261831	0.33995672	54253.5569	15.7274301	91.5597774	15.7274301	52.1406018	1.8432e-5	2949156.7	0.01041463	0.2443699	1.304		8572.89116	0.00010051	plastic	1	mutY_Rif50	included_mutY	0.9701558	16.211241642	0.0804380089
S6	no	BB81_06	55609895.8	122500000	0.90791667	80	BB81	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc100	1	0.99998157	0.652	11.7245319	1025	579156.67	2370000	13088257.2		24	0.5	17	100		0.13681904	0.04261831	0.33995672	54253.5569	15.7274301	91.5597774	15.7274301	52.1406018	1.8432e-5	2949156.7	0.01041463	0.2443699	1.304	GO	8572.89116	0.00010051	plastic	2	mutY_Rif50	included_mutY	0.9701558	16.211241642	0.0804380089
3b	no	BB81_07	82847395.8	182500000	0.90791667	80	BB81	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc125	1	0.99999034	0.763	9.20970409	800	1068645	3427748	16794924.6		24	0.5	16	125		0.15217339	0.04137424	0.3334885	103559.245	16.6600968	86.4340715	16.6600968	43.7075366	9.65631e-6	4496393	0.01289896	0.311763	1.526		7064.07484	6.5058e-5	plastic	1	mutM_Rif50	included_mutM	0.9701558	17.172599312	0.0888624938
S6	no	BB81_07	82847395.8	182500000	0.90791667	80	BB81	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc125	1	0.99999034	0.763	9.20970409	800	1068645	3427748	16794924.6		24	0.5	16	125		0.15217339	0.04137424	0.3334885	103559.245	16.6600968	86.4340715	16.6600968	43.7075366	9.65631e-6	4496393	0.01289896	0.311763	1.526	GO	7064.07484	6.5058e-5	plastic	2	mutM_Rif50	included_mutM	0.9701558	17.172599312	0.0888624938
3b	no	BB81_08	63932465.3	140833330	0.90791667	80	BB81	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc125	1	0.99998319	1.334	20.8657682	1075	1014109.3	3281837	11480599.4		24	0.5	16	125		0.11761271	0.05133287	0.27967395	59472.0607	15.8599244	90.794884	15.8599244	20.9650635	1.68146e-5	4295946.3	0.0158622	0.30900661	2.668		9062.28821	0.00018909	plastic	1	mutY_Rif50	included_mutY	0.9701558	16.347811811	0.1632022702
S6	no	BB81_08	63932465.3	140833330	0.90791667	80	BB81	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc125	1	0.99998319	1.334	20.8657682	1075	1014109.3	3281837	11480599.4		24	0.5	16	125		0.11761271	0.05133287	0.27967395	59472.0607	15.8599244	90.794884	15.8599244	20.9650635	1.68146e-5	4295946.3	0.0158622	0.30900661	2.668	GO	9062.28821	0.00018909	plastic	2	mutY_Rif50	included_mutY	0.9701558	16.347811811	0.1632022702
3b	no	BB81_09	137322396	302500000	0.90791667	80	BB81	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc275	1	0.99999399	0.77	5.60724269	825	3955070	8937193	3931394.49		24	0.5	16	275		0.17791807	0.06508183	0.33253053	166451.389	17.3447414	83.0222814	17.3447414	43.1857826	6.00776e-6	12892263	0.02880135	0.44254052	1.54		7567.22973	4.24313e-5	plastic	1	mutM_Rif50	included_mutM	0.9701558	17.878305096	0.0861379192
S6	no	BB81_09	137322396	302500000	0.90791667	80	BB81	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc275	1	0.99999399	0.77	5.60724269	825	3955070	8937193	3931394.49		24	0.5	16	275		0.17791807	0.06508183	0.33253053	166451.389	17.3447414	83.0222814	17.3447414	43.1857826	6.00776e-6	12892263	0.02880135	0.44254052	1.54	GO	7567.22973	4.24313e-5	plastic	2	mutM_Rif50	included_mutM	0.9701558	17.878305096	0.0861379192
3b	no	BB81_10	107815104	237500000	0.90791667	80	BB81	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc275	1	0.99999397	0.825	7.65198908	650	5994443.3	14071790	3404687.5		24	0.5	16	275		0.16131962	0.1305178	0.32538168	165869.391	17.3396882	83.0464762	17.3396882	39.4402042	6.02884e-6	20066233	0.05559929	0.42599011	1.65		5960.41751	0.00004561	plastic	1	mutY_Rif50	included_mutY	0.9701558	17.873096419	0.0923175236
S6	no	BB81_10	107815104	237500000	0.90791667	80	BB81	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc275	1	0.99999397	0.825	7.65198908	650	5994443.3	14071790	3404687.5		24	0.5	16	275		0.16131962	0.1305178	0.32538168	165869.391	17.3396882	83.0464762	17.3396882	39.4402042	6.02884e-6	20066233	0.05559929	0.42599011	1.65	GO	5960.41751	0.00004561	plastic	2	mutY_Rif50	included_mutY	0.9701558	17.873096419	0.0923175236
2b	no	BB82_01	6025364.58	6500000	0.92697917	81	BB82	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	3%YP_Glc25	1	0.99869717	1.2011465	199.348352	7850			1390468.75	17333333	72	1	17	25	3	0.05604458		0.28043931	767.562367	9.58414017	450.74466	3.19471339	23.347636	0.00130283				1.2011465		41571.4901	0.00828721	slightly	1	BY4742_HygB300	included_BY4742	0.4	7.9867834738	0.1503917696
2b	no	BB82_02	47430434	51166667	0.92697917	81	BB82	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	3%YP_Glc25	1	0.99974278	8.482516	178.841206	12200			16297003.8	22500000	72	1	16	25	3	0.05977902		0.15616756	3887.74049	11.9247162	362.272772	3.9749054	1.84105233	0.00025722				8.482516		78851.1189	0.01410183	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	9.9372635053	0.85360683
2b	no	BB82_03	46039965.3	49666667	0.92697917	81	BB82	R	Saccharomyces cerevisiae	BY4742	BY4742	included	included_HygB300	HygB300	5%YP_Glc25	1	0.99985122	12.915881	280.536289	6850			6957491.73	38966667	72	1	16	25	5	0.05187517		0.13679557	6721.16282	12.7144951	339.769684	4.23816505	1.05912688	0.00014878				12.915881		46975.8316	0.01317843	slightly	1	BY4742_HygB300	included_BY4742	0.4	10.595412615	1.2190068919
2b	no	BB82_04	36152187.5	39000000	0.92697917	81	BB82	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	5%YP_Glc25	1	0.99973169	9.378829	259.426321	9700			802787.507	17000000	72	1	16	25	5	0.05316939		0.15130361	3727.02964	11.8638106	364.132584	3.95460353	1.61324625	0.00026831				9.378829		62398.1357	0.01618772	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	9.886508814	0.9486492327
2b	no	BB82_05	7956571.18	8583333.3	0.92697917	81	BB82	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	1%YP_Glc25	1	0.99922705	3.305766	415.476205	6150			1605798	6733333	72	1	16	25	1	0.04583889		0.21013838	1293.75141	10.3373447	417.902287	3.44578157	6.35672282	0.00077295				3.305766		34876.4922	0.01449035	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	8.6144539343	0.3837464365
S5	no	BB82_11	17759097.2	56666667	0.89541667	82	BB82	R	Saccharomyces cerevisiae	BY4742	PCD1_by	excluded	excluded_HygB300	HygB300	3%YP_Glc25	1	0.9993516	184.458	10386.6766	11515			1043346.14	63666667	72	0.35	17	25	3	0.01613324		0.057432	1542.25768	10.5908281	407.900114	3.53027604	0.03113554	0.0006484				527.022857		66757.1597	0.69338503	non-plastic	1	PCD1_by_HygB300	excluded_PCD1_by	0.4	8.8256900985	59.714634353
S5	no	BB82_12	17915795.1	57166667	0.89541667	82	BB82	R	Saccharomyces cerevisiae	Sigma_1278b	PCD1_sigma	excluded	excluded_HygB300	HygB300	3%YP_Glc25	1	0.99949695	184.458	10295.8311	9012.5			1690111.31	40600000	72	0.35	16	25	3	0.01667584		0.05919955	1987.88296	10.9570171	394.267889	3.65233903	0.03209378	0.00050305				527.022857		53895.0318	0.55489414	non-plastic	1	PCD1_sigma_HygB300	excluded_PCD1_sigma	0.4	9.1308475832	57.718941461
S5	no	BB82_13	56306784.7	179666670	0.89541667	82	BB82	R	Saccharomyces cerevisiae	BY4742	PCD1_by	excluded	excluded_HygB300	HygB300	5%YP_Glc25	1	0.99982005	184.458	3275.94625	10132.5			3325295.69	89233333	72	0.35	16	25	5	0.02391911		0.05919955	5557.04759	12.4401029	347.264009	4.14670096	0.03209378	0.00017995				527.022857		68097.4047	0.22308344	non-plastic	1	PCD1_by_HygB300	excluded_PCD1_by	0.4	10.3667524	50.837797295
S5	no	BB82_14	37294104.2	119000000	0.89541667	82	BB82	R	Saccharomyces cerevisiae	Sigma_1278b	PCD1_sigma	excluded	excluded_HygB300	HygB300	5%YP_Glc25	1	0.99971798	184.458	4946.03649	10517.5			4107159.71	73433333	72	0.35	16	25	5	0.02100802		0.05919955	3545.9096	11.79194	366.351931	3.93064668	0.03209378	0.00028202				527.022857		67279.5362	0.33276704	non-plastic	1	PCD1_sigma_HygB300	excluded_PCD1_sigma	0.4	9.8266166992	53.632178121
3c	no	BB82_15	250717	1483333.3	0.89541667	82	BB82	R	Saccharomyces cerevisiae	Sigma_1278b	PCD1_sigma	included	included_HygB300	HygB300	1%YP_Glc25	1	0.95895771	2.181077	8699.35824	10290			189554.83	10466667	72	0.35	16	25	1	0.01758481		0.2395492	24.3651118	4.60674493	937.755413	1.53558164	10.9830696	0.04104229				6.23164857		33826.7738	0.29427122	non-plastic	1	PCD1_sigma_HygB300	included_PCD1_sigma	0.4	3.8389541124	1.6232672725
3c	no	BB82_16	4336803.82	14333333	0.86447917	83	BB82	R	Saccharomyces cerevisiae	BY4742	PCD1_by	included	included_HygB300	HygB300	2%YP_Glc25	1	0.9974457	29.79298	6869.80118	11077.5			1817506.2	24500000	72	0.35	16	25	2	0.01894256		0.10513086	391.496621	8.61285605	501.575781	2.87095202	0.35287124	0.0025543				85.1228		53315.4292	0.3662664	non-plastic	1	PCD1_by_HygB300	included_PCD1_by	0.4	7.177380038	11.859870809
3c	no	BB82_17	3328244.79	11000000	1.86447917	84	BB82	R	Saccharomyces cerevisiae	Sigma_1278b	PCD1_sigma	included	included_HygB300	HygB300	2%YP_Glc25	1	0.99645083	21.76809	6540.41135	11812.5			400259.456	25466667	72	0.35	16	25	2	0.01923803		0.11605469	281.756173	8.13830341	530.823168	2.7127678	0.53314135	0.00354917				62.1945429		54071.4098	0.35364926	non-plastic	1	PCD1_sigma_HygB300	included_PCD1_sigma	0.4	6.7819195064	9.1706400818
S5	no	BB82_18	40594500.9	134166670	2.86447917	85	BB82	R	Saccharomyces cerevisiae	BY4742	PCD1_by	excluded	excluded_HygB300	HygB300	4%YP_Glc25	1	0.99973746	184.458	4543.91595	10657.5			6343708.01	120500000	72	0.35	16	25	4	0.02157673		0.05919955	3809.00782	11.8951995	363.171714	3.96506651	0.03209378	0.00026254				527.022857		68724.563	0.31227864	non-plastic	1	PCD1_by_HygB300	excluded_PCD1_by	0.4	9.9126662795	53.166609496
S5	no	BB82_19	37518395.8	124000000	3.86447917	86	BB82	R	Saccharomyces cerevisiae	Sigma_1278b	PCD1_sigma	excluded	excluded_HygB300	HygB300	4%YP_Glc25	1	0.9997206	184.458	4916.4682	10482.5			7640957.95	80500000	72	0.35	16	25	4	0.02104773		0.05919955	3579.1458	11.8053996	365.934246	3.9351332	0.03209378	0.0002794				527.022857		67126.0894	0.33002328	non-plastic	1	PCD1_sigma_HygB300	excluded_PCD1_sigma	0.4	9.8378329988	53.57103106
3c	no	BB82_20	484108.333	1600000	4.86447917	87	BB82	R	Saccharomyces cerevisiae	BY4742	PCD1_by	included	included_HygB300	HygB300	1%YP_Glc25	1	0.97794915	3.142653	6491.63169	10675			40025.9456	10790000	72	0.35	16	25	1	0.01928345		0.21351467	45.3497268	5.50302195	785.023217	1.83434065	6.79408993	0.02205085				8.97900857		35120.6202	0.22799013	non-plastic	1	PCD1_by_HygB300	included_PCD1_by	0.4	4.5858516281	1.9579806107
3a	no	BB83_10	41512586.8	91666667	0.8778125	88	BB83	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc70	2	0.99998013	0.599	14.4293586	825	403700	1716970	6235459.1		24	0.5	17	70		0.12815891	0.04136023	0.34915815	50318.287	15.6187952	92.196612	15.6187952	58.2901747	1.98735e-5	2120670	0.00972476	0.2351235	1.198		6855.32526	9.89179e-5	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	16.09926487	0.0744133356
3a	no	BB83_11	71326171.9	157500000	0.90572917	89	BB83	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc125	2	0.99999054	1.676	23.4976861	675	1395845	5247248.33	24096694.3		24	0.5	16	125		0.11329303	0.07356694	0.2602734	105668.403	16.6891845	86.283425	16.6891845	15.5294391	9.46357e-6	6643093.3	0.01956989	0.26601466	3.352		5970.12963	0.00014028	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	17.20258181	0.1948544723
3a	no	BB83_12	88308593.8	195000000	0.90572917	89	BB83	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc175	2	0.99999151	0.704	7.97204406	750	2298800	6636680	16445595.1		24	0.5	16	175		0.15925081	0.07515327	0.34205088	117744.792	16.8453037	85.4837659	16.8453037	48.5867725	8.49294e-6	8935480	0.02603144	0.34637801	1.408		6692.01837	0.00005335	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	17.363503593	0.0810896253
S6	no	BB83_13	56608072.9	125000000	0.90572917	89	BB83	R	Escherichia coli	BW25113	mutH	included	included_Nal30	Nal30	Glc80	1	0.9999894	5.123	90.4994595	600	350297.67	2322592.33	7424079.16		24	0.5	16	80		0.0740854	0.04102935	0.18305261	94346.7882	16.5256858	87.1370797	16.5256858	3.57315264	0.0000106	2672890	0.00618812	0.15082185	10.246	MMR	5257.73531	0.00047582	slightly	1	mutH_Nal30	included_mutH	0.9701558	17.034053484	0.601500988
S6	no	BB83_14	127556858	281666670	0.90572917	89	BB83	R	Escherichia coli	BW25113	mutH	included	included_Nal30	Nal30	Glc175	1	0.99999138	6.882	53.9524109	1100	763636.33	4991087	36761848		24	0.5	16	175		0.08719522	0.03912833	0.16679997	115960.78	16.8232774	85.5956877	16.8232774	2.42371365	8.62361e-6	5754723.3	0.00598663	0.153	13.764	MMR	9802.8466	0.00052889	slightly	1	mutH_Nal30	included_mutH	0.9701558	17.340799708	0.7937350198
S6	no	BB83_15	81822048.6	174166670	0.90572917	89	BB83	R	Escherichia coli	BW25113	mutH	included	included_Nal30	Nal30	Glc125	1	0.99998686	4.599	56.2073436	1075	430249.67	3513813.67	9988828.51		24	0.5	17	125		0.08350776	0.04294458	0.18372686	76113.5336	16.2158654	88.8019212	16.2158654	3.99493065	1.31383e-5	3944063.3	0.00525836	0.12244521	9.198	MMR	9253.59062	0.00052012	slightly	1	mutH_Nal30	included_mutH	0.9701558	16.714702297	0.5502939769
S10	no	BB109_11	61689062.5	43333333	0.9490625	9	BB109	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	Glc5	1	0.99995015	0.315	5.10625364	3075	335157	4373539.67	14817233.5		24	1.5	17	5		0.17777037	0.07089652	0.42750756	20061.4837	14.2921407	100.754676	14.2921407	135.716687	4.98468e-5	4708696.7	0.00543301	0.07663289	0.21		23512.2791	0.00012006	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	14.73179946	0.0142548777
S10	no	BB109_12	81856640.6	57500000	0.9490625	9	BB109	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	Glc10	1	0.99994961	0.662	8.08730965	4125	478459.33	4547567.33	34321602.4		24	1.5	16	10		0.15853232	0.05555526	0.34874327	19844.0341	14.2764177	100.865639	14.2764177	52.6802517	5.0393e-5	5026026.7	0.00584509	0.10521215	0.44133333		31508.4402	0.00025482	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	14.715592815	0.0299908634
S10	no	BB109_13	119819141	84166667	0.9490625	9	BB109	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	Glc20	1	0.99996933	0.668	5.5750692	3675	637512.33	4522444.33	25746327		24	1.5	16	20		0.17824086	0.03774392	0.3477535	32603.8478	14.9927546	96.0463929	14.9927546	52.0589074	3.06712e-5	5159956.7	0.00532062	0.14096632	0.44533333		29387.1383	0.00016384	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	15.453965864	0.028816767
S10	no	BB109_14	227775000	160000000	0.9490625	9	BB109	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	Glc80	1	0.99998189	1.049	4.60542202	4125	1292386.7	8024183.33	33950547.1		24	1.5	16	80		0.18929809	0.03522855	0.30166979	55218.1818	15.7528558	91.4119968	15.7528558	28.7578445	0.00001811	9316570	0.00567396	0.16106146	0.69933333		34553.0938	0.00015913	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	16.237449453	0.0430691615
S10	no	BB109_15	227775000	160000000	0.9490625	9	BB109	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	Glc250	1	0.99997926	0.801	3.51662825	4725	3261350	12636350	37156887.7		24	1.5	15	250		0.21284361	0.05547734	0.33919248	48206.3492	15.5569356	92.5632169	15.5569356	42.3461275	2.07442e-5	15897700	0.0143183	0.25809272	0.534		39116.1909	0.00013756	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	16.035502292	0.0333011084
S6	no	BB83_16	156205729	332500000	0.93958333	90	BB83	R	Escherichia coli	BW25113	mutH	included	included_Nal30	Nal30	Glc250	1	0.9999936	6.893	44.1277028	1000	2779346.7	9736313.33	8221354.17		24	0.5	16	250		0.09289493	0.06233007	0.16671608	156205.729	17.2530878	83.4633205	17.2530878	2.41862875	6.40181e-6	12515660	0.01779286	0.28546192	13.786	MMR	9126.57433	0.00040273	slightly	1	mutH_Nal30	included_mutH	0.9701558	17.783832084	0.7751985025
S6	no	BB83_17	44238715.3	94166667	0.93958333	90	BB83	R	Escherichia coli	BW25113	mutL	included	included_Nal30	Nal30	Glc80	1	0.99997627	2.554	57.7322371	1050	211856.33	1744933.67	12558325.9		24	0.5	16	80		0.08535507	0.03944359	0.22793001	42132.1098	15.3626325	93.733935	15.3626325	8.92443279	2.37349e-5	1956790	0.00478893	0.12141226	5.108	MMR	8590.48939	0.00049595	slightly	1	mutL_Nal30	included_mutL	0.9701558	15.835222076	0.322572047
S6	no	BB83_18	82213541.7	175000000	0.93958333	90	BB83	R	Escherichia coli	BW25113	mutL	included	included_Nal30	Nal30	Glc125	1	0.99998723	4.455	54.1881533	1050	668544	3082266	9322139.39		24	0.5	16	125		0.08707555	0.03749098	0.19128859	78298.6111	16.2566991	88.5788678	16.2566991	4.29379554	1.27716e-5	3750810	0.0081318	0.21690016	8.91	MMR	9059.82728	0.00049094	slightly	1	mutL_Nal30	included_mutL	0.9701558	16.756792153	0.5317246833
S6	no	BB83_19	133499132	284166670	0.93958333	90	BB83	R	Escherichia coli	BW25113	mutL	included	included_Nal30	Nal30	Glc250	1	0.99999345	6.038	45.2287585	875	3145823.3	10282383.3	14684904		24	0.5	16	250		0.09217656	0.0770221	0.17381801	152570.437	17.2191159	83.6279869	17.2191159	2.87873481	6.55435e-6	13428207	0.02356437	0.30594301	12.076	MMR	7970.89028	0.00036051	slightly	1	mutL_Nal30	included_mutL	0.9701558	17.748815101	0.6803834471
2b	no	BB84_01	30295138.9	41666667	0.72708333	91	BB84	R	Saccharomyces cerevisiae	BY4742	BY4742	excluded	excluded_HygB300	HygB300	2%YP_Glc25	1	0.99964021	86.71531	2862.35063	10900			15722213.9	27666667	72	1	16	25	2	0.02495792		0.07508893	2779.37054	11.4405425	377.604472	3.81351416	0.08659247	0.00035979				86.71531		67813.8658	0.19410706	slightly	1	BY4742_HygB300	excluded_BY4742	0.4	9.5337853915	9.0955802379
2b	no	BB84_02	34172916.7	47000000	0.72708333	91	BB84	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	2%YP_Glc25	1	0.99966787	6.922311	202.567169	11350			10729099.5	19200000	72	1	16	25	2	0.05747869		0.16649339	3010.82967	11.5559454	373.833543	3.85198179	2.40517063	0.00033213				6.922311		71267.5529	0.01443647	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	9.62995448	0.7188311237
2b	no	BB84_03	141660069	194833330	0.72708333	91	BB84	R	Saccharomyces cerevisiae	BY4742	BY4742	excluded	excluded_HygB300	HygB300	5%YP_Glc25	1	0.99993294	86.71531	612.136579	9500			21304699.7	75833333	72	1	16	25	5	0.0405713		0.07508893	14911.5862	13.8641461	311.5951	4.62138204	0.08659247	6.70619e-5				86.71531		70607.1416	0.04322121	slightly	1	BY4742_HygB300	excluded_BY4742	0.4	11.553455093	7.5055738136
